OBJECTID,COMPKEY,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITID,UNITTYPE,UNITDESC,BIKE_FACILITY,RACK_CAPACITY,DELINEATOR_POSTS,FINISH_TYPE,SURFACE_TYPE,INSTALL_DATE,MOUNT_TYPE,COLOR,MANUFACTURER,MODEL_TYPE,CONDITION,CONDITION_ASSESSMENT_DATE,SIDE,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,Shape,SHAPE_LNG,SHAPE_LAT
419,555245,16,2466,255,17,BKR-2998,BKR,17TH AVE S 0030 BLOCK E SIDE ( 242) 13 FT N/O S JACKSON ST                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,09/30/2011 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK, ,,E,SDOT,PLANNED,DISTRICT3, ,N,,"(47.59930557200005, -122.31020308799998)",-122.310203089488013,47.599305572223301
420,518285,16,9553,605,-34,BKR-2136,BKR,CALIFORNIA AVE SW 0450 BLOCK W SIDE ( 595) 37 FT N/O SW ALASKA ST                                                                                                                                                                                              ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/07/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT1, ,N,,"(47.561254484000074, -122.38691558999994)",-122.386915591311009,47.5612544840968
421,616642,16,9553,111,35,BKR-3420,BKR,CALIFORNIA AVE SW 0450 BLOCK E SIDE (  80) 80 FT S/O SW OREGON ST                                                                                                                                                                                              ,CLSTR,4,N,GALV,PCC,06/13/2014 12:00:00 AM +0000,SUFMT, , ,BKR-INVRU,GOOD,08/01/2016 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT1, ,N,,"(47.562607469000056, -122.38663402699996)",-122.386634027957001,47.562607468797502
422,582939,16,2466,183,-17,BKR-3117,BKR,17TH AVE S 0030 BLOCK W SIDE ( 170) 85 FT N/O S JACKSON ST                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,04/11/2012 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,,W,SDOT,INSVC,DISTRICT3, ,N,,"(47.59950275800003, -122.31034030599994)",-122.310340306859018,47.599502757518799
423,640186,16,10567,174,-29,BKR-3670,BKR,FREMONT PL N 0340 BLOCK NE SIDE ( 111) 111 FT NW/O FREMONT AVE N                                                                                                                                                                                               ,SGL,2,N,GALV,PCC,02/29/2016 12:00:00 AM +0000, , , , ,GOOD,,NE,SDOT,INSVC,DISTRICT6, ,N,,"(47.65082737000006, -122.35024276499996)",-122.350242766077002,47.6508273704818
424,630782,16,10349,279,-20,BKR-3551,BKR,FAIRVIEW AVE N 0050 BLOCK E SIDE ( 256) 100 FT S/O MERCER S SR ST                                                                                                                                                                                              ,SGL,2,N,GALV,PCC,06/01/2015 12:00:00 AM +0000,SUFMT, , ,BKR-INVRU,GOOD,09/01/2016 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT7, ,N,,"(47.62392618500007, -122.33420219799996)",-122.33420219959001,47.623926185097098
425,667167,16,5453,118,-31,BKR-3870,BKR,35TH AVE SW 0480 BLOCK W SIDE (  95) 95 FT S/O SW EDMUNDS ST                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,02/08/2017 12:00:00 AM +0000,SUFMT,NONE, ,BKR-INVRU,GOOD,02/08/2017 12:00:00 AM +0000,W, ,INSVC,DISTRICT1, ,N,,"(47.55895471200006, -122.37635983799998)",-122.376359839215993,47.558954712378501
426,517708,16,13065,360,23,BKR-637,BKR,TALLMAN AVE NW 0530 BLOCK SW SIDE ( 350) 262 FT SE/O NW MARKET ST                                                                                                                                                                                              ,SGL,2,N,GALV,PCC,03/16/2006 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/31/2009 12:00:00 AM +0000,SW,SDOT,INSVC,DISTRICT6, ,N,,"(47.667983837000065, -122.38103496299999)",-122.381034964367004,47.667983836548096
427,518099,16,17273,65,23,BKR-1564,BKR,NE 65TH ST 0210 BLOCK N SIDE (  52) 52 FT E/O 21ST E AVE NE                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.67584013600003, -122.30490346799996)",-122.304903468944005,47.675840135660302
428,517445,16,17277,77,23,BKR-431,BKR,NE 65TH ST 0240 BLOCK N SIDE (  64) 64 FT E/O 24TH AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,04/15/2008 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.67583693300003, -122.30136295199998)",-122.301362953517014,47.675836933024001
429,518597,16,2767,134,31,BKR-1095,BKR,2ND AVE 0260 BLOCK SW SIDE ( 122) 122 FT NW/O VINE ST                                                                                                                                                                                                          ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/20/2009 12:00:00 AM +0000,SW,SDOT,INSVC,DISTRICT7, ,N,,"(47.61609130000005, -122.34931334799995)",-122.349313349157001,47.6160912998592
430,518854,16,17244,381,17,BKR-479,BKR,NE 64TH ST 0100 BLOCK N SIDE ( 368) 26 FT W/O 12TH AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,09/22/2008 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/30/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.675026109000044, -122.31581986499998)",-122.315819866630008,47.675026108829698
431,591396,16,17262,100,-29,BKR-3178,BKR,NE 65TH ST 0100 BLOCK S SIDE (  85) 85 FT E/O ROOSEVELT WAY NE                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,11/30/2012 12:00:00 AM +0000,SUFMT, ,SDOT,BKR-RLRCK,GOOD,10/18/2012 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.67574642000005, -122.31695966399997)",-122.316959664907003,47.675746419757594
432,518598,16,2767,86,31,BKR-2081,BKR,2ND AVE 0260 BLOCK SW SIDE (  74) 74 FT NW/O VINE ST                                                                                                                                                                                                           ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/20/2009 12:00:00 AM +0000,SW,SDOT,INSVC,DISTRICT7, ,N,,"(47.616004917000055, -122.34916735599995)",-122.349167356950005,47.616004917119497
433,518855,16,17244,341,17,BKR-480,BKR,NE 64TH ST 0100 BLOCK N SIDE ( 328) 66 FT W/O 12TH AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,09/22/2008 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/30/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.67502609600007, -122.31598189099998)",-122.315981892439993,47.675026095880796
434,518494,16,2764,225,-32,BKR-796,BKR,2ND AVE 0230 BLOCK NE SIDE ( 217) 163 FT SE/O BATTERY ST                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,03/12/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/20/2009 12:00:00 AM +0000,NE,SDOT,INSVC,DISTRICT7, ,N,,"(47.61450799100004, -122.346258837)",-122.346258838848016,47.614507990720398
435,518856,16,17244,104,17,BKR-482,BKR,NE 64TH ST 0100 BLOCK N SIDE (  91) 91 FT E/O ROOSEVELT WAY NE                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,09/22/2008 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/30/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.67502601500007, -122.31694189399997)",-122.316941895051002,47.675026014536698
436,518289,16,9553,364,-34,BKR-2260,BKR,CALIFORNIA AVE SW 0450 BLOCK W SIDE ( 354) 278 FT N/O SW ALASKA ST                                                                                                                                                                                             ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,08/07/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT1, ,N,,"(47.561914640000055, -122.38691456999999)",-122.386914571557014,47.561914640024192
437,518492,16,2764,352.5,32,BKR-1526,BKR,2ND AVE 0230 BLOCK SW SIDE ( 347) 33 FT SE/O BATTERY ST                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/20/2009 12:00:00 AM +0000,SW,SDOT,INSVC,DISTRICT7, ,N,,"(47.61460264100003, -122.34681914899994)",-122.346819150834008,47.6146026404965
438,518493,16,2764,193.5,32,BKR-259,BKR,2ND AVE 0230 BLOCK SW SIDE ( 188) 188 FT NW/O BELL ST                                                                                                                                                                                                          ,SGL,2,N,GALV,PCC,05/06/2008 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/20/2009 12:00:00 AM +0000,SW,SDOT,INSVC,DISTRICT7, ,N,,"(47.61431878700006, -122.34633152499998)",-122.346331526653003,47.614318786657094
439,517759,16,12909,54.5,37,BKR-2029,BKR,STEWART ST 0120 BLOCK NW SIDE (  32) 32 FT NE/O MINOR AVE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,,NW,SDOT,INSVC,DISTRICT7, ,N,,"(47.61778838500004, -122.33182652099998)",-122.331826522686995,47.617788385106699
440,518495,16,2764,157.5,32,BKR-797,BKR,2ND AVE 0230 BLOCK SW SIDE ( 152) 152 FT NW/O BELL ST                                                                                                                                                                                                          ,SGL,2,N,GALV,PCC,03/13/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,FAIR,07/20/2009 12:00:00 AM +0000,SW,SDOT,INSVC,DISTRICT7, ,N,,"(47.61425451700006, -122.34622112099999)",-122.346221121900001,47.614254517477193
441,516960,16,2763,74,-33,BKR-1884,BKR,2ND AVE 0220 BLOCK NE SIDE (  60) 60 FT NW/O BLANCHARD ST                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/15/2009 12:00:00 AM +0000,NE,SDOT,INSVC,DISTRICT7, ,N,,"(47.61347252400003, -122.34449065999996)",-122.344490661136007,47.613472524088195
442,516957,16,2763,361,-33,BKR-1329,BKR,2ND AVE 0220 BLOCK NE SIDE ( 347) 33 FT SE/O BELL ST                                                                                                                                                                                                           ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/20/2009 12:00:00 AM +0000,NE,SDOT,INSVC,DISTRICT7, ,N,,"(47.61398912100003, -122.34536444899999)",-122.345364450749003,47.613989120714599
443,518101,16,17275,121,22,BKR-1567,BKR,NE 65TH ST 0220 BLOCK N SIDE ( 108) 108 FT E/O RAVENNA AVE NE                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.67583605400006, -122.30332398899998)",-122.303323990513007,47.675836054364098
444,516959,16,2763,202,-33,BKR-1991,BKR,2ND AVE 0220 BLOCK NE SIDE ( 188) 188 FT NW/O BLANCHARD ST                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/20/2009 12:00:00 AM +0000,NE,SDOT,INSVC,DISTRICT7, ,N,,"(47.61370290200006, -122.34488037499995)",-122.344880376560013,47.613702902297497
445,626315,16,17184,58,17,BKR-3492,BKR,NE 62ND ST 0100 BLOCK N SIDE (  45) 45 FT E/O ROOSEVELT WAY NE                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,02/11/2015 12:00:00 AM +0000, , , , , ,,N,SDOT,OUTSVC,DISTRICT4, ,N,,"(47.67338131000008, -122.317128363)",-122.317128364575012,47.673381309967496
446,518833,16,17262,126,-29,BKR-478,BKR,NE 65TH ST 0100 BLOCK S SIDE ( 111) 111 FT E/O ROOSEVELT WAY NE                                                                                                                                                                                                ,SGL,2,N,GALV,PCC,09/22/2008 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/30/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.67574553000003, -122.31685435599996)",-122.316854357284001,47.675745530232803
447,518308,16,9547,75,-28,BKR-2104,BKR,CALIFORNIA AVE SW 0370 BLOCK W SIDE (  62) 62 FT S/O SW MANNING ST                                                                                                                                                                                             ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,08/07/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT1, ,N,,"(47.57105481900004, -122.38687954599999)",-122.386879547610008,47.571054819278395
